ID,Trees,Trees_Producing,,
H6080,150,150,,
H6081,200,200,,
H6082,100,100,,
H6083,80,80,,
H6084,250,250,,
H6085,500,500,,
H6086,300,300,,
H6087,100,100,,
H6088,120,120,,
H6089,150,150,,
H6090,250,250,,
H6091,300,300,,
H6092,200,200,,
H6093,150,150,,
H6094,300,300,,
H6095,400,400,,
H6096,300,300,,
H6097,300,300,,
H6098,400,400,,
H6099,300,300,,
H6100,600,600,,
H6101,800,800,,
H6102,90,90,,
H6103,450,450,,
H6104,138,138,,
H6105,700,700,,
H6106,35,35,,
H6107,60,60,,
H6108,150,150,,
H6109,12,12,,
H6110,80,80,,
H6111,2800,2800,,
H6112,200,200,,
H6113,140,140,,
H6114,1500,1500,,
H6115,700,700,,
H6116,200,200,,
H6117,300,300,,
H6118,150,150,,
H6119,300,300,,
H6120,500,500,,
H6121,15,15,,
H6122,600,600,,
H6123,150,150,,
H6124,300,300,,
H6125,2000,2000,,
H6126,350,350,,
H6127,80,80,,
H6128,400,400,,
H6129,40,40,,
H6130,60,60,,
H6131,30,30,,
H6132,80,80,,
H6133,150,150,,
H6134,200,200,,
H6135,20,20,,
H6136,60,60,,
H6137,50,50,,
H6138,200,200,,
H6139,50,50,,
H6140,30,30,,
H6141,120,120,,
H6142,60,60,,
H6143,120,120,,
H6144,110,110,,
H6145,29,29,,
H6146,700,700,,
H6147,160,160,,
H6148,150,150,,
H6149,500,500,,
H6150,500,500,,
H6151,350,350,,
H6152,40,40,,
H6153,400,400,,
H6154,90,90,,
H6155,100,100,,
H6156,200,200,,
H6157,30,30,,
H6158,230,230,,
H6159,162,162,,
H6160,13,13,,
H6161,250,250,,
H6162,150,150,,
H6163,130,130,,
H6164,180,180,,
H6165,300,300,,
H6166,12,12,,
H6167,200,200,,
H6168,150,150,,
H6169,40,40,,
H6170,35,35,,
H6171,47,47,,
H6172,120,120,,
H6173,450,450,,
H6174,206,206,,
H6175,12,12,,
H6176,100,100,,
H6177,300,300,,
H6178,10,10,,
H6179,30,30,,
H6180,12,12,,
H6181,42,42,,
H6182,6,6,,
H6183,250,250,,
H6184,15,15,,
H6185,70,70,,
H6186,100,100,,
H6187,40,40,,
H6188,509,509,,
H6189,250,250,,
H6190,185,185,,
H6191,250,250,,
H6192,23,23,,
H6193,36,36,,
H6194,43,43,,
H6195,200,200,,
H6196,193,193,,
H6197,32,32,,
H6198,100,100,,
H6199,200,200,,
H6200,800,800,,
H6201,200,200,,
H6202,48,48,,
H6203,52,52,,
H6204,40,40,,
H6205,15,15,,
H6206,60,60,,
H6207,7,7,,
H6208,120,120,,
H6209,15,15,,
H6210,50,50,,
H6211,1050,1050,,
H6212,150,150,,
H6213,50,50,,
H6214,70,70,,
H6215,260,260,,
H6216,82,82,,
H6217,100,100,,
H6218,200,200,,
H6219,80,80,,
H6220,100,100,,
H6221,80,80,,
H6222,52,52,,
H6223,21,21,,
H6224,20,20,,
H6225,150,150,,
H6226,70,70,,
H6227,250,250,,
H6228,152,152,,
H6229,200,200,,
H6230,50,50,,
H6231,200,200,,
H6232,100,100,,
H6233,150,150,,
H6234,100,100,,
H6235,65,65,,
H6236,182,182,,
H6237,150,150,,
H6238,321,321,,
H6239,100,100,,
H6240,150,150,,
H6241,57,57,,
H6242,100,100,,
H6243,50,50,,
H6244,100,100,,
H6245,200,200,,
H6246,200,200,,
H6247,64,64,,
H6248,51,51,,
H6249,200,200,,
H6250,110,110,,
H6251,150,100,,
H6252,30,30,,
H6253,200,150,,
H6254,35,35,,
H6255,100,100,,
H6256,600,600,,
H6257,50,50,,
H6258,300,300,,
H6259,300,300,,
H6260,300,300,,
H6261,56,56,,
H6262,40,40,,
H6263,150,150,,
H6264,350,350,,
H6265,600,600,,
H6266,73,73,,
H6267,40,40,,
H6268,25,25,,
H6269,16,16,,
H6270,100,100,,
H6271,425,425,,
H6272,15,15,,
H6273,10,10,,
H6274,17,17,,
H6275,111,111,,
H6276,300,300,,
H6277,380,380,,
H6278,200,200,,
H6279,320,320,,
H6280,100,100,,
H6281,1000,1000,,
H6282,20,20,,
H6283,200,200,,
H6284,50,50,,
H6285,300,300,,
H6286,95,95,,
H6287,300,300,,
H6288,200,200,,
H6289,50,50,,
H6290,100,100,,
H6291,200,200,,
H6292,30,30,,
H6293,31,31,,
H6294,30,30,,
H6295,210,210,,
H6296,150,150,,
H6297,150,150,,
H6298,100,100,,
H6299,200,200,,
H6300,100,100,,
H6301,30,30,,
H6302,35,35,,
H6303,70,70,,
H6304,50,50,,
H6305,300,300,,
H6306,180,180,,
H6307,40,40,,
H6308,300,300,,
H6309,100,100,,
H6310,50,50,,
H6311,150,150,,
H6312,170,170,,
H6313,150,150,,
H6314,300,300,,
H6315,102,102,,
H6316,150,150,,
H6317,50,50,,
H6318,30,30,,
H6319,24,24,,
H6320,36,36,,
H6321,20,20,,
H6322,200,200,,
H6323,37,37,,
H6324,400,400,,
H6325,300,300,,
H6326,50,50,,
H6327,200,200,,
H6328,300,300,,
H6329,250,250,,
H6330,116,116,,
H6331,280,280,,
H6332,300,300,,
H6333,95,95,,
H6334,680,680,,
H6335,120,120,,
H6336,1000,1000,,
H6337,1000,1000,,
H6338,350,350,,
H6339,12,12,,
H6340,300,300,,
H6341,550,550,,
H6342,1200,1200,,
H6343,800,800,,
H6344,400,400,,
H6345,150,150,,
H6346,350,350,,
H6347,95,95,,
H6348,100,100,,
H6349,600,600,,
H6350,1050,1050,,
H6351,310,310,,
H6352,70,70,,
H6353,50,50,,
H6354,100,100,,
H6355,1000,1000,,
H6356,600,600,,
H6357,100,100,,
H6358,250,250,,
H6359,100,100,,
H6360,500,500,,
H6361,300,300,,
H6362,200,200,,
H6363,250,250,,
H6364,350,350,,
H6365,450,450,,
H6366,250,250,,
H6367,200,200,,
H6368,400,400,,
H6369,1250,1250,,
H6370,500,500,,
H6371,300,300,,
H6372,200,200,,
H6373,2000,2000,,
H6374,1000,1000,,
H6375,1500,1500,,
H6376,1100,1100,,
H6377,350,350,,
H6378,600,600,,
H6379,1500,1500,,
H6380,450,450,,
H6381,450,450,,
H6382,700,700,,
H6383,400,400,,
H6384,650,650,,
H6385,300,300,,
H6386,500,500,,
H6387,300,300,,
H6388,200,200,,
H6389,200,200,,
H6390,500,500,,
H6391,600,600,,
H6392,400,400,,
H6393,200,200,,
H6394,300,300,,
H6395,300,300,,
H6396,620,620,,
H6397,500,500,,
H6398,1000,1000,,
H6399,2500,2500,,
H6400,500,500,,
H6401,1500,1500,,
H6402,1000,1000,,
H6403,1500,1500,,
H6404,1500,1500,,
H6405,1000,1000,,
H6406,1000,1000,,
H6407,1500,1500,,
H6408,500,500,,
H6409,300,300,,
H6410,200,200,,
H6411,400,400,,
H6412,300,300,,
H6413,150,150,,
H6414,300,300,,
H6415,400,400,,
H6416,48,48,,
H6417,50,50,,
H6418,200,200,,
H6419,600,600,,
H6420,30,30,,
H6421,150,150,,
H6422,1700,1700,,
H6423,250,250,,
H6424,800,800,,
H6425,300,300,,
H6426,250,250,,
H6427,500,500,,
H6428,250,250,,
H6429,220,220,,
H6430,300,300,,
H6431,600,600,,
H6432,100,100,,
H6433,90,90,,
H6434,85,85,,
H6435,150,150,,
H6436,200,200,,
H6437,80,80,,
H6438,80,80,,
H6439,55,55,,
H6440,46,46,,
H6441,200,200,,
H6442,50,50,,
H6443,70,70,,
H6444,70,70,,
H6445,60,60,,
H6446,60,60,,
H6447,50,50,,
H6448,60,60,,
H6449,30,30,,
H6450,60,60,,
H6451,1030,1030,,
H6452,200,200,,
H6453,1200,1200,,
H6454,1500,1500,,
H6455,470,470,,
H6456,350,350,,
H6457,300,300,,
H6458,300,300,,
H6459,200,200,,
H6460,200,200,,
H6461,100,100,,
H6462,1050,1050,,
H6463,1000,1000,,
H6464,150,150,,
H6465,350,350,,
H6466,400,400,,
H6467,200,200,,
H6468,300,300,,
H6469,250,250,,
H6470,250,250,,
H6471,500,500,,
H6472,70,70,,
H6473,500,500,,
H6474,200,200,,
H6475,2500,2500,,
H6476,60,60,,
H6477,200,200,,
H6478,220,220,,
H6479,60,60,,
H6480,300,300,,
H6481,150,150,,
H6482,500,500,,
H6483,200,200,,
H6484,1200,1200,,
H6485,1200,1200,,
H6486,500,500,,
H6487,170,170,,
H6488,350,350,,
H6489,150,150,,
H6490,150,150,,
H6491,200,200,,
H6492,184,184,,
H6493,420,420,,
H6494,250,250,,
H6495,600,600,,
H6496,490,490,,
H6497,100,100,,
H6498,200,200,,
H6499,180,180,,
H6500,897,897,,
H6501,100,100,,
H6502,150,150,,
H6503,2000,2000,,
H6504,185,185,,
H6505,116,116,,
H6506,470,470,,
H6507,500,500,,
H6508,1000,1000,,
H6509,500,500,,
H6510,1000,1000,,
H6511,1000,1000,,
H6512,1000,1000,,
H6513,1500,1500,,
H6514,1000,1000,,
H6515,500,500,,
H6516,500,500,,
H6517,510,510,,
H6518,560,560,,
H6519,200,200,,
H6520,250,250,,
H6521,600,600,,
H6522,645,645,,
H6523,500,500,,
H6524,400,400,,
H6525,250,250,,
H6526,274,274,,
H6527,150,150,,
H6528,234,234,,
H6529,200,200,,
H6530,160,160,,
H6531,500,500,,
H6532,400,400,,
H6533,35,35,,
H6534,500,500,,
H6535,300,300,,
H6536,700,700,,
H6537,300,300,,
H6538,100,100,,
H6539,160,110,,
H6540,1000,1000,,
H6541,150,150,,
H6542,600,600,,
H6543,514,514,,
H6544,800,800,,
H6545,1000,1000,,
H6546,100,100,,
H6547,720,720,,
H6548,370,370,,
H6549,100,100,,
H6550,400,400,,
H6551,160,160,,
H6552,400,400,,
H6553,150,150,,
H6554,100,100,,
H6555,150,150,,
H6556,350,350,,
H6557,140,140,,
H6558,180,150,,
H6559,640,640,,
H6560,2000,2000,,
H6561,2400,2400,,
H6562,70,70,,
H6563,216,216,,
H6564,350,350,,
H6565,120,120,,
H6566,73,73,,
H6567,1500,1500,,
H6568,650,650,,
H6569,200,200,,
H6570,200,200,,
H6571,80,80,,
H6572,215,215,,
H6573,400,400,,
H6574,1400,1400,,
H6575,400,200,,
H6576,220,220,,
H6577,600,600,,
H6578,400,400,,
H6579,450,450,,
H6580,350,350,,
H6581,67,67,,
H6582,700,700,,
H6583,260,260,,
H6584,250,250,,
H6585,183,173,,
H6586,280,280,,
H6587,280,280,,
H6588,230,230,,
H6589,300,300,,
H6590,150,150,,
H6591,140,140,,
H6592,300,300,,
H6593,600,600,,
H6594,600,600,,
H6595,450,450,,
H6596,100,100,,
H6597,1000,1000,,
H6598,50,50,,
H6599,50,50,,
H6600,100,100,,
H6601,300,300,,
H6602,60,60,,
H6603,100,100,,
H6604,200,200,,
H6605,100,100,,
H6606,50,50,,
H6607,80,80,,
H6608,100,100,,
H6609,40,40,,
H6610,80,80,,
H6611,200,200,,
H6612,350,350,,
H6613,250,250,,
H6614,200,200,,
H6615,250,250,,
H6616,80,80,,
H6617,400,400,,
H6618,500,500,,
H6619,180,180,,
H6620,500,500,,
H6621,240,240,,
H6622,150,150,,
H6623,150,150,,
H6624,200,200,,
H6625,1500,1500,,
H6626,800,800,,
H6627,100,100,,
H6628,250,250,,
H6629,450,450,,
H6630,300,300,,
H6631,200,100,,
H6632,350,350,,
H6633,200,200,,
H6634,340,340,,
H6635,100,100,,
H6636,244,200,,
H6637,105,100,,
H6638,860,607,,
H6639,1200,1200,,
H6640,330,300,,
H6641,100,100,,
H6642,150,100,,
H6643,200,200,,
H6644,120,100,,
H6645,200,200,,
H6646,250,200,,
H6647,300,300,,
H6648,200,200,,
H6649,105,105,,
H6650,400,400,,
H6651,300,300,,
H6652,280,280,,
H6653,200,200,,
H6654,1500,1500,,
H6655,250,250,,
H6656,200,200,,
H6657,215,215,,
H6658,640,640,,
H6659,300,300,,
H6660,300,300,,
H6661,250,250,,
H6662,290,290,,
H6663,400,400,,
H6664,420,420,,
H6665,290,290,,
H6666,400,400,,
H6667,800,800,,
H6668,130,130,,
H6669,400,400,,
H6670,250,250,,
H6671,880,880,,
H6672,420,420,,
H6673,250,250,,
H6674,275,275,,
H6675,300,300,,
H6676,112,112,,
H6677,100,100,,
H6678,300,300,,
H6679,250,250,,
H6680,400,400,,
H6681,180,180,,
H6682,200,200,,
H6683,90,90,,
H6684,310,310,,
H6685,160,160,,
H6686,200,200,,
H6687,200,200,,
H6688,80,80,,
H6689,200,200,,
H6690,250,250,,
H6691,120,120,,
H6692,380,380,,
H6693,200,200,,
H6694,400,400,,
H6695,436,436,,
H6696,400,300,,
H6697,75,75,,
H6698,500,500,,
H6699,100,100,,
H6700,200,200,,
H6701,200,200,,
H6702,100,100,,
H6703,50,50,,
H6704,300,300,,
H6705,307,307,,
H6706,460,460,,
H6707,230,230,,
H6708,250,250,,
H6709,150,150,,
H6710,254,254,,
H6711,75,75,,
H6712,160,160,,
H6713,500,500,,
H6714,215,215,,
H6715,250,250,,
H6716,250,250,,
H6717,530,530,,
H6718,817,817,,
H6719,720,720,,
H6720,524,524,,
H6721,800,800,,
H6722,78,78,,
H6723,250,250,,
H6724,51,34,,
H6725,800,500,,
H6726,83,83,,
H6727,78,78,,
H6728,250,250,,
H6729,200,200,,
H6730,226,226,,
H6731,200,200,,
H6732,85,85,,
H6733,300,200,,
H6734,150,150,,
H6735,400,400,,
H6736,90,90,,
H6737,170,170,,
H6738,200,200,,
H6739,200,200,,
H6740,315,282,,
H6741,200,200,,
H6742,100,100,,
H6743,200,200,,
H6744,65,60,,
H6745,104,104,,
H6746,150,,,
H6747,,,,
H6748,300,300,,
H6749,150,150,,
H6750,200,200,,
H6751,100,100,,
H6752,250,250,,
H6753,490,400,,
H6754,240,190,,
H6755,150,150,,
H6756,200,100,,
H6757,100,100,,
H6758,25,25,,
H6759,200,200,,
H6760,10,5,,
H6761,600,600,,
H6762,100,80,,
H6763,120,120,,
H6764,3600,3300,,
H6765,200,200,,
H6766,60,60,,
H6767,120,120,,
H6768,4000,4000,,
H6769,300,300,,
H6770,100,100,,
H6771,46,40,,
H6772,150,150,,
H6773,60,60,,
H6774,355,355,,
H6775,200,200,,
H6776,300,300,,
H6777,4200,4000,,
H6778,280,280,,
H6779,243,243,,
H6780,158,158,,
H6781,360,360,,
H6782,272,272,,
H6783,500,500,,
H6784,120,120,,
H6785,200,200,,
H6786,800,800,,
H6787,150,150,,
H6788,43,43,,
H6789,400,400,,
H6790,235,235,,
H6791,3500,2500,,
H6792,3200,3200,,
H6793,320,320,,
H6794,300,300,,
H6795,370,370,,
H6796,405,405,,
H6797,6000,6000,,
H6798,2500,2500,,
H6799,1000,1000,,
H6800,200,200,,
H6801,700,700,,
H6802,409,409,,
H6803,250,250,,
H6804,200,200,,
H6805,67,67,,
H6806,100,100,,
H6807,350,350,,
H6808,160,160,,
H6809,360,360,,
H6810,51,34,,
H6811,350,350,,
H6812,200,200,,
H6813,109,109,,
H6814,880,800,,
H6815,450,300,,
H6816,150,150,,
H6817,200,200,,
H6818,300,300,,
H6819,110,110,,
H6820,1800,1500,,
H6821,200,200,,
H6822,50,50,,
H6823,50,50,,
H6824,150,150,,
H6825,720,720,,
H6826,300,300,,
H6827,75,75,,
H6828,400,400,,
H6829,600,600,,
H6830,475,475,,
H6831,330,330,,
H6832,1100,1100,,
H6833,480,480,,
H6834,300,300,,
H6835,400,400,,
H6836,1500,1500,,
H6837,400,400,,
H6838,1400,1400,,
H6839,200,200,,
H6840,140,140,,
H6841,160,160,,
H6842,200,200,,
H6843,300,300,,
H6844,190,160,,
H6845,250,250,,
H6846,350,350,,
H6847,460,460,,
H6848,600,600,,
H6849,300,300,,
H6850,,,,
H6851,370,370,,
H6852,120,120,,
H6853,400,400,,
H6854,600,600,,
H6855,200,200,,
H6856,70,70,,
H6857,100,100,,
H6858,300,300,,
H6859,850,850,,
H6860,200,200,,
H6861,500,500,,
H6862,110,110,,
H6863,100,100,,
H6864,1207,1207,,
H6865,300,300,,
H6866,700,700,,
H6867,300,300,,
H6868,200,200,,
H6869,73,73,,
H6870,700,700,,
H6871,80,80,,
H6872,155,145,,
H6873,183,60,,
H6874,140,140,,
H6875,160,160,,
H6876,50,40,,
H6877,400,400,,
H6878,200,200,,
H6879,100,100,,
H6880,150,150,,
H6881,200,200,,
H6882,100,100,,
H6883,96,96,,
H6884,150,150,,
H6885,245,245,,
H6886,500,500,,
H6887,200,200,,
H6888,150,150,,
H6889,300,300,,
H6890,200,200,,
H6891,1536,1536,,
H6892,600,600,,
H6893,600,600,,
H6894,400,400,,
H6895,550,550,,
H6896,1966,1966,,
H6897,200,200,,
H6898,200,200,,
H6899,300,300,,
H6900,1000,500,,
H6901,250,250,,
H6902,500,500,,
H6903,1964,1964,,
H6904,250,150,,
H6905,335,335,,
H6906,400,400,,
H6907,450,450,,
H6908,450,450,,
H6909,1977,1977,,
H6910,850,800,,
H6911,193,193,,
H6912,250,250,,
H6913,520,520,,
H6914,1000,1000,,
H6915,350,350,,
H6916,500,500,,
H6917,320,320,,
H6918,380,380,,
H6919,380,38,,
H6920,1958,1958,,
H6921,430,430,,
H6922,180,180,,
H6923,1966,1966,,
H6924,450,450,,
H6925,250,250,,
H6926,350,350,,
H6927,130,130,,
H6928,110,110,,
H6929,120,120,,
H6930,100,100,,
H6931,300,300,,
H6932,100,100,,
H6933,120,120,,
H6934,60,60,,
H6935,200,200,,
H6936,200,200,,
H6937,150,150,,
H6938,300,300,,
H6939,100,100,,
H6940,250,250,,
H6941,250,250,,
H6942,540,540,,
H6943,100,100,,
H6944,28,28,,
H6945,150,150,,
H6946,60,60,,
H6947,200,200,,
H6948,300,150,,
H6949,150,150,,
H6950,200,200,,
H6951,120,120,,
H6952,300,300,,
H6953,200,200,,
H6954,700,700,,
H6955,170,170,,
H6956,300,300,,
H6957,320,320,,
H6958,450,450,,
H6959,540,540,,
H6960,100,100,,
H6961,110,110,,
H6962,320,320,,
H6963,400,400,,
H6964,700,700,,
H6965,600,600,,
H6966,300,300,,
H6967,300,300,,
H6968,200,200,,
H6969,250,250,,
H6970,1000,800,,
H6971,230,120,,
H6972,510,340,,
H6973,720,620,,
H6974,620,620,,
H6975,500,500,,
H6976,300,300,,
H6977,350,350,,
H6978,300,300,,
H6979,100,100,,
H6980,300,300,,
H6981,500,500,,
H6982,300,300,,
H6983,350,350,,
H6984,400,400,,
H6985,700,700,,
H6986,200,200,,
H6987,700,700,,
H6988,300,300,,
H6989,300,300,,
H6990,800,500,,
H6991,450,450,,
H6992,300,300,,
H6993,700,700,,
H6994,200,200,,
H6995,150,150,,
H6996,300,300,,
H6997,600,600,,
H6998,200,200,,
H6999,150,150,,
H7000,200,100,,
H7001,200,100,,
H7002,150,100,,
H7003,300,300,,
H7004,400,400,,
H7005,100,100,,
H7006,800,800,,
H7007,200,200,,
H7008,350,350,,
H7009,100,100,,
H7010,500,500,,
H7011,500,500,,
H7012,1000,300,,
H7013,520,320,,
H7014,1000,600,,
H7015,3000,1500,,
H7016,450,300,,
H7017,600,305,,
H7018,375,300,,
H7019,800,600,,
H7020,100,100,,
H7021,700,700,,
H7022,400,300,,
H7023,200,200,,
H7024,500,500,,
H7025,200,200,,
H7026,366,366,,
H7027,300,300,,
H7028,400,200,,
H7029,142,142,,
H7030,40,40,,
H7031,100,100,,
H7032,1000,1000,,
H7033,500,500,,
H7034,300,300,,
H7035,180,180,,
H7036,248,248,,
H7037,400,400,,
H7038,200,200,,
H7039,300,300,,
H7040,250,250,,
H7041,200,200,,
H7042,180,180,,
H7043,250,250,,
H7044,250,250,,
H7045,300,300,,
H7046,600,600,,
H7047,400,400,,
H7048,300,300,,
H7049,200,200,,
H7050,280,280,,
H7051,450,450,,
H7052,150,150,,
H7053,250,250,,
H7054,250,250,,
H7055,480,480,,
H7056,250,250,,
H7057,160,160,,
H7058,200,200,,
H7059,250,250,,
H7060,100,100,,
H7061,250,250,,
H7062,220,220,,
H7063,250,250,,
H7064,300,300,,
H7065,204,204,,
H7066,400,400,,
H7067,250,250,,
H7068,500,500,,
H7069,1000,1000,,
H7070,230,230,,
H7071,250,250,,
H7072,250,250,,
H7073,388,388,,
H7074,400,400,,
H7075,450,450,,
H7076,150,150,,
H7077,1560,1560,,
H7078,120,120,,
H7079,153,153,,
H7080,200,200,,
H7081,500,500,,
H7082,500,500,,
H7083,500,500,,
H7084,250,250,,
H7085,450,450,,
H7086,300,300,,
H7087,350,350,,
H7088,350,350,,
H7089,800,800,,
H7090,120,120,,
H7091,100,100,,
H7092,860,860,,
H7093,200,200,,
H7094,400,400,,
H7095,250,250,,
H7096,372,373,,
H7097,180,180,,
H7098,200,200,,
H7099,450,450,,
H7100,600,600,,
H7101,300,300,,
H7102,230,230,,
H7103,90,90,,
H7104,500,500,,
H7105,307,307,,
H7106,260,260,,
H7107,300,300,,
H7108,310,310,,
H7109,180,180,,
H7110,200,200,,
H7111,360,360,,
H7112,250,250,,
H7113,96,96,,
H7114,245,245,,
H7115,200,200,,
H7116,270,270,,
H7117,250,250,,
H7118,200,200,,
H7119,210,210,,
H7120,70,70,,
H7121,150,150,,
H7122,300,300,,
H7123,90,90,,
H7124,160,160,,
H7125,25,25,,
H7126,98,98,,
H7127,50,50,,
H7128,180,180,,
H7129,350,350,,
H7130,250,250,,
H7131,300,350,,
H7132,200,200,,
H7133,50,50,,
H7134,130,130,,
H7135,90,90,,
H7136,100,100,,
H7137,500,500,,
H7138,100,100,,
H7139,80,80,,
H7140,200,200,,
H7141,200,200,,
H7142,85,85,,
H7143,150,150,,
H7144,200,200,,
H7145,100,100,,
H7146,120,120,,
H7147,100,100,,
H7148,105,105,,
H7149,50,50,,
H7150,200,200,,
H7151,200,200,,
H7152,200,200,,
H7153,150,150,,
H7154,300,300,,
H7155,100,100,,
H7156,120,120,,
H7157,160,160,,
H7158,175,170,,
H7159,190,180,,
H7160,200,200,,
H7161,230,230,,
H7162,120,120,,
H7163,383,383,,
H7164,350,350,,
H7165,100,100,,
H7166,90,90,,
H7167,200,200,,
H7168,200,200,,
H7169,200,200,,
H7170,200,200,,
H7171,100,100,,
H7172,80,80,,
H7173,120,120,,
H7174,155,155,,
H7175,168,168,,
H7176,340,340,,
H7177,390,390,,
H7178,400,400,,
H7179,700,700,,
H7180,844,844,,
H7181,230,230,,
H7182,330,330,,
H7183,420,420,,
H7184,530,530,,
H7185,550,550,,
H7186,200,200,,
H7187,450,450,,
H7188,100,100,,
H7189,250,250,,
H7190,180,180,,
H7191,125,125,,
H7192,500,500,,
H7193,100,100,,
H7194,450,450,,
H7195,500,500,,
H7196,452,452,,
H7197,150,150,,
H7198,70,70,,
H7199,80,80,,
H7200,260,260,,
H7201,370,370,,
H7202,120,120,,
H7203,300,300,,
H7204,120,120,,
H7205,112,112,,
H7206,600,600,,
H7207,60,60,,
H7208,124,124,,
H7209,78,78,,
H7210,30,30,,
H7211,61,61,,
H7212,100,100,,
H7213,152,152,,
H7214,120,120,,
H7215,92,92,,
H7216,112,112,,
H7217,50,50,,
H7218,200,200,,
H7219,120,120,,
H7220,140,149,,
H7221,90,90,,
H7222,36,36,,
H7223,98,98,,
H7224,70,70,,
H7225,58,58,,
H7226,500,500,,
H7227,100,100,,
H7228,50,50,,
H7229,40,40,,
H7230,99,99,,
H7231,52,52,,
H7232,30,30,,
H7233,90,90,,
H7234,24,24,,
H7235,200,200,,
H7236,84,84,,
H7237,50,50,,
H7238,160,160,,
H7239,140,140,,
H7240,600,600,,
H7241,68,68,,
H7242,70,70,,
H7243,120,120,,
H7244,248,248,,
H7245,118,118,,
H7246,30,30,,
H7247,94,94,,
H7248,100,100,,
H7249,300,300,,
H7250,200,200,,
H7251,250,250,,
H7252,1000,1000,,
H7253,150,150,,
H7254,1500,1500,,
H7255,300,300,,
H7256,150,150,,
H7257,370,370,,
H7258,280,280,,
H7259,470,470,,
H7260,440,440,,
H7261,250,250,,
H7262,300,300,,
H7263,300,300,,
H7264,130,130,,
H7265,120,120,,
H7266,200,200,,
H7267,90,90,,
H7268,250,250,,
H7269,300,300,,
H7270,448,448,,
H7271,220,220,,
H7272,470,470,,
H7273,200,200,,
H7274,460,460,,
H7275,350,350,,
H7276,400,400,,
H7277,400,400,,
H7278,200,200,,
H7279,200,200,,
H7280,300,300,,
H7281,400,400,,
H7282,350,350,,
H7283,525,525,,
H7284,600,600,,
H7285,100,100,,
H7286,108,108,,
H7287,1600,1600,,
H7288,1500,1500,,
H7289,350,350,,
H7290,280,280,,
H7291,300,300,,
H7292,200,200,,
H7293,170,170,,
H7294,250,250,,
H7295,300,300,,
H7296,100,100,,
H7297,210,210,,
H7298,300,300,,
H7299,150,150,,
H7300,200,200,,
H7301,180,180,,
H7302,350,350,,
H7303,300,300,,
H7304,220,220,,
H7305,280,280,,
H7306,450,450,,
H7307,300,300,,
H7308,250,208,,
H7309,500,450,,
H7310,300,300,,
H7311,200,200,,
H7312,320,320,,
H7313,200,200,,
H7314,200,200,,
H7315,100,100,,
H7316,180,180,,
H7317,100,100,,
H7318,100,100,,
H7319,120,120,,
H7320,100,100,,
H7321,80,80,,
H7322,250,250,,
H7323,250,250,,
H7324,100,100,,
H7325,500,480,,
H7326,230,230,,
H7327,250,250,,
H7328,600,600,,
H7329,1500,1500,,
H7330,200,200,,
H7331,400,400,,
H7332,350,350,,
H7333,400,400,,
H7334,250,250,,
H7335,250,150,,
H7336,300,300,,
H7337,200,200,,
H7338,200,150,,
H7339,300,150,,
H7340,120,120,,
H7341,200,150,,
H7342,65,65,,
H7343,130,130,,
H7344,200,200,,
H7345,100,100,,
H7346,300,300,,
H7347,200,200,,
H7348,220,220,,
H7349,370,300,,
H7350,370,370,,
H7351,200,200,,
H7352,340,340,,
H7353,1100,600,,
H7354,300,300,,
H7355,400,400,,
H7356,700,700,,
H7357,1000,1000,,
H7358,364,364,,
H7359,350,350,,
H7360,650,450,,
H7361,350,400,,
H7362,350,350,,
H7363,650,650,,
H7364,212,212,,
H7365,350,350,,
H7366,1480,1480,,
H7367,500,500,,
H7368,75,75,,
H7369,175,175,,
H7370,250,250,,
H7371,200,200,,
H7372,300,300,,
H7373,150,150,,
H7374,200,200,,
H7375,300,300,,
H7376,450,450,,
H7377,350,350,,
H7378,60,60,,
H7379,360,360,,
H7380,700,700,,
H7381,100,100,,
H7382,200,200,,
H7383,250,250,,
H7384,100,100,,
H7385,450,450,,
H7386,60,60,,
H7387,250,250,,
H7388,240,240,,
H7389,200,200,,
H7390,300,300,,
H7391,250,250,,
H7392,60,60,,
H7393,800,800,,
H7394,560,560,,
H7395,1200,1200,,
H7396,650,650,,
H7397,450,450,,
H7398,400,400,,
H7399,500,500,,
H7400,500,500,,
H7401,350,350,,
H7402,200,200,,
H7403,340,340,,
H7404,310,310,,
H7405,250,250,,
H7406,471,471,,
H7407,60,60,,
H7408,100,100,,
H7409,52,52,,
H7410,200,200,,
H7411,250,250,,
H7412,100,100,,
H7413,158,158,,
H7414,320,320,,
H7415,400,280,,
H7416,212,150,,
H7417,350,350,,
H7418,300,300,,
H7419,180,180,,
H7420,340,340,,
H7421,650,650,,
H7422,150,150,,
H7423,800,800,,
H7424,150,150,,
H7425,220,220,,
H7426,400,400,,
H7427,500,500,,
H7428,100,100,,
H7429,120,80,,
H7430,165,165,,
H7431,201,201,,
H7432,320,320,,
H7433,320,320,,
H7434,3000,2900,,
H7435,360,200,,
H7436,200,200,,
H7437,400,400,,
H7438,300,300,,
H7439,700,700,,
H7440,500,500,,
H7441,494,494,,
H7442,1500,1500,,
H7443,1500,1500,,
H7444,450,450,,
H7445,210,210,,
H7446,500,500,,
H7447,300,100,,
H7448,300,300,,
H7449,500,500,,
H7450,1700,1700,,
H7451,48,48,,
H7452,400,400,,
H7453,600,600,,
H7454,700,700,,
H7455,620,620,,
H7456,540,340,,
H7458,510,510,,
H7459,550,550,,
H7460,450,450,,
